target,effect,condition_scope,category_id,trust_level,evidence_source_type,evidence_summary,source1_title,source1_url,source1_publisher,source1_type,source2_title,source2_url,source2_publisher,source2_type
비타민C(아스코르빈산) 세럼,광노화 개선(잔주름·피부결) 및 색소침착 완화,"5~15% 농도, 12주 이상 사용 시",4,CLINICAL_EVIDENCE,체계적 문헌고찰(RCT 7건 종합),"2023년 Journal of Cosmetic Dermatology에 게재된 체계적 문헌고찰은 기미·광노화 환자를 대상으로 한 RCT 7건(총 139명)을 분석해 국소 비타민C가 피부 미백·보습·피부결 개선에 유의한 효과가 있음을 확인했다. Q스위치 Nd:YAG 레이저와 병용 시 효과가 더 크게 나타났으나, 최적 농도에 대한 합의는 아직 없다는 한계가 제시됐다. 개별 RCT(Humbert 2003)에서도 5% 비타민C 크림을 6개월간 도포한 군이 위약군보다 피부 결과 잔주름이 유의하게 개선됐다.",Efficacy of topical vitamin C in melasma and photoaging: A systematic review,https://pubmed.ncbi.nlm.nih.gov/37128827/,Journal of Cosmetic Dermatology (Wiley),SYSTEMATIC_REVIEW,"Topical ascorbic acid on photoaged skin. Clinical, topographical and ultrastructural evaluation: double-blind study vs. placebo",https://onlinelibrary.wiley.com/doi/abs/10.1034/j.1600-0625.2003.00008.x,Experimental Dermatology (Wiley),RCT
히알루론산 세럼,피부 보습(각질층 수분량 증가),"저분자량 히알루론산, 4주 이상 도포 시",4,CLINICAL_EVIDENCE,무작위대조시험(RCT),"인도네시아 요양원 노인 36명을 대상으로 한 이중맹검 RCT에서 저분자량(LMWHA)·고분자량(HMWHA) 히알루론산 로션과 기제(vehicle)를 부위별로 나누어 4주간 도포한 결과, LMWHA 도포 부위의 피부 수분량(capacitance)이 HMWHA(56.37 대 52.37, p=0.004) 및 기제(56.37 대 49.01, p<0.001)보다 유의하게 높았다. 분자량에 따라 효과 차이가 크고, 연구 대상이 건조피부 노인으로 한정되어 일반 피부로의 외삽에는 주의가 필요하다.","Effectiveness of topical hyaluronic acid of different molecular weights in xerosis cutis treatment in elderly: a double-blind, randomized controlled trial",https://pubmed.ncbi.nlm.nih.gov/38829483/,PubMed (National Library of Medicine),RCT,,,,
판테놀,피부장벽 회복 및 보습(경피수분손실 감소),"1% 이상 농도 제형, 3주 사용 시",4,CLINICAL_EVIDENCE,"무작위대조시험(RCT, 개체 내 비교)","건강한 성인을 대상으로 한 두 건의 무작위 개체 내 비교(intra-individual) 연구에서 판테놀 함유 에멀전을 계면활성제(SDS)로 손상시킨 피부와 정상 피부에 3주간 도포한 결과, 경피수분손실(TEWL)이 유의하게 감소하고 각질층 지질 라멜라 구조가 개선됐다. 연구진은 제형 내 1% 판테놀 농도만으로도 장벽 회복 효과를 보이기에 충분하다고 밝혔다. 다만 연구가 해당 제품 개발사 후원으로 진행되어 이해상충 가능성이 있다.","A new topical panthenol-containing emollient: Results from two randomized controlled studies assessing its skin moisturization and barrier restoration potential, and the effect on skin microflora",https://www.tandfonline.com/doi/full/10.1080/09546634.2016.1214235,Journal of Dermatological Treatment (Taylor & Francis),RCT,,,,
세라마이드,아토피·건조피부의 피부장벽 개선,"세라마이드 함유 보습제, 4주간 매일 사용 시",4,EXPERT_OPINION,전문가 합의 + RCT(우월성 근거 불명확),"아토피피부염 환자는 각질층 세라마이드가 감소되어 있어 세라마이드 보충이 장벽 기능 회복에 도움이 된다는 기전은 피부과학적으로 잘 확립되어 있다. 그러나 중등도 습진 성인을 대상으로 세라마이드 함유 크림과 일반 보습제를 비교한 무작위대조시험에서는 두 군 모두 EASI(습진중증도) 점수가 유의하게 감소했지만, 28일째 두 군 간에는 유의한 차이가 없었다. 즉 세라마이드 보습제의 이론적 근거는 강하지만, 일반 보습제 대비 임상적 우월성을 입증한 근거는 아직 제한적이다.",A daily regimen of a ceramide-dominant moisturizing cream and cleanser restores the skin permeability barrier in adults with moderate eczema: A randomized trial,https://onlinelibrary.wiley.com/doi/10.1111/dth.14970,Dermatologic Therapy (Wiley),RCT,,,,
펩타이드(팔미토일 펜타펩타이드),주름 개선(광노화 개선),"팔미토일 펜타펩타이드 함유 제형, 12주 이상 도포 시",4,PENDING,"RCT(업계 후원 다수, 재현성 미확립)","팔미토일 펜타펩타이드(Matrixyl)는 화장품 펩타이드 중 상대적으로 임상시험이 많이 이루어진 편으로, 스플릿페이스 RCT 등에서 위약 대비 주름 깊이·피부결이 개선됐다는 보고가 있다. 그러나 2018년 문헌고찰에 따르면 보고된 개선 효과는 기저치 대비 10~30% 수준으로 중간 정도이며, 다수 연구가 원료 제조사 후원으로 진행돼 이해상충 소지가 있고 피부 투과 깊이에 대한 의문도 해소되지 않았다. 마케팅에서 강조하는 만큼의 극적 효과보다는 제한적·점진적 개선으로 해석하는 것이 타당하다.",Topical palmitoyl pentapeptide provides improvement in photoaged human facial skin,https://pubmed.ncbi.nlm.nih.gov/18492182/,International Journal of Cosmetic Science (PubMed),RCT,,,,
코엔자임Q10(유비퀴논),항산화 및 주름 개선,"0.1~1% 농도, 2~6개월 사용 시",4,PENDING,문헌고찰(핵심 근거 일부 미공개),"2024년 Journal of Clinical and Aesthetic Dermatology 문헌고찰에 따르면 국소 코엔자임Q10은 항산화 기전과 함께 2~4주 사용 후 주름 깊이·피부결·탄력이 개선됐다는 소규모 연구들(대상자 20~41명 수준)이 존재한다. 그러나 저자들은 가장 강력한 최근 근거 3건이 미공개(unpublished) 자료에 의존하고 있어 독립적 검증이 어렵다는 점을 명시적으로 지적하며, 추가적인 공개 임상시험이 필요하다고 결론지었다.",The Role of Coenzyme Q10 in Skin Aging,https://jcadonline.com/coenzyme-q10-in-skin-aging/,Journal of Clinical and Aesthetic Dermatology (JCAD),REVIEW,,,,
AHA/BHA 각질제거(글리콜산/살리실산),각질 제거 및 여드름·모공 개선,"글리콜산 30~40%, 살리실산 20~30% 필링, 반복 시술 시",4,CLINICAL_EVIDENCE,체계적 문헌고찰 및 다수 RCT,"2024년 Clinical, Cosmetic and Investigational Dermatology 종합 문헌고찰과 개별 스플릿페이스 RCT들에 따르면 글리콜산(AHA)과 살리실산(BHA) 필링은 여드름 병변 수 감소, 면포 개선, 색소침착 완화에 유의한 효과를 보인다. 30% 살리실산 필링은 6회 반복 시술 시 면포를 88~90% 감소시켰고, 40% 글리콜산 필링도 중등도 여드름에서 유의한 개선을 보였다. 다만 저자들은 치료 효과를 극대화하면서 부작용을 최소화하는 '최적 농도'가 아직 명확히 정립되지 않았다고 지적한다.",Evaluating the Efficacy and Safety of Alpha-Hydroxy Acids in Dermatological Practice: A Comprehensive Clinical and Legal Review,https://pmc.ncbi.nlm.nih.gov/articles/PMC11268769/,"Clinical, Cosmetic and Investigational Dermatology",SYSTEMATIC_REVIEW,"Clinical evaluation of glycolic acid chemical peeling in patients with acne vulgaris: a randomized, double-blind, placebo-controlled, split-face comparative study",https://pubmed.ncbi.nlm.nih.gov/24447110/,PubMed (National Library of Medicine),RCT
"병풀추출물(마데카소사이드, 센텔라아시아티카)",피부 재생 및 시술 후 상처 회복 촉진,"0.05% 표준화 추출물, 레이저 시술 후 3개월 도포 시",4,CLINICAL_EVIDENCE,무작위대조시험(스플릿페이스),"안면 레이저 재표면화 시술을 받은 환자 30명을 대상으로 한 이중맹검 스플릿페이스 RCT에서 0.05% 센텔라아시아티카 표준화 추출물 젤을 한쪽에, 위약 젤을 반대쪽에 시술 후 최대 3개월간 도포한 결과, 치료 측에서 홍반 지수가 추적 기간 내내 유의하게 낮았다. 마데카소사이드는 상피성장인자 자극을 통한 상처 치유 촉진 기전이 실험적으로 뒷받침된다. 다만 표본 수가 30명으로 크지 않아 대규모 재현 연구가 뒷받침되면 근거가 더 탄탄해질 것이다.","The Effects of a Standardized Extract of Centella asiatica on Postlaser Resurfacing Wound Healing on the Face: A Split-Face, Double-Blind, Randomized, Placebo-Controlled Trial",https://pubmed.ncbi.nlm.nih.gov/32310680/,PubMed (National Library of Medicine),RCT,,,,
알부틴,미백(색소침착 개선),2~5% 농도(식약처 미백 기능성 고시 기준),4,CLINICAL_EVIDENCE,식약처 고시 미백 기능성 성분 + 문헌고찰,"알부틴은 대한민국 식품의약품안전처가 고시한 미백 기능성 화장품 원료로, 2~5% 농도 범위에서 미백 기능성을 인정받는다. 2021년 Antioxidants지 리뷰에 따르면 알부틴은 티로시나아제 직접 억제와 항산화 작용을 통해 미백 효과를 나타내며, 관련 임상시험에서 자외선 유발 색소침착을 34% 감소시켰다는 보고가 있다. 다만 저자는 알부틴·알파알부틴 제형 간 결과가 일관되지 않고, 임상 데이터보다 시험관 내(in vitro) 연구가 더 많다는 한계도 지적한다.",미백·주름개선 화장품 성분함량 고시,http://www.bosa.co.kr/news/articleView.html?idxno=791,의학신문(식약처 고시 보도),OFFICIAL,Arbutin as a Skin Depigmenting Agent with Antimelanogenic and Antioxidant Properties,https://pmc.ncbi.nlm.nih.gov/articles/PMC8301119/,Antioxidants (MDPI),REVIEW
콜라겐 크림(국소도포),"피부 탄력·주름 개선(""콜라겐 보충"")",비가수분해 콜라겐 함유 크림,4,COUNTER_EVIDENCE,피부 투과 기전 연구/문헌고찰,"천연(비가수분해) 콜라겐은 분자량이 약 300,000 Da로, 각질층을 통과할 수 있는 상한선으로 알려진 '500 Da 법칙'보다 약 600배 크다. 2020년 Materials지 리뷰에 따르면 국소 콜라겐 크림은 진피까지 도달해 콜라겐 합성을 '보충'하는 것이 아니라, 피부 표면에서 필름을 형성하고 수분을 잡아두는 보습제(휴멕턴트)로 작용할 뿐이다. 즉 '콜라겐이 피부에 흡수되어 탄력을 채워준다'는 마케팅 문구는 분자생물학적으로 근거가 약하며, 저분자 가수분해 콜라겐 펩타이드만 제한적으로 침투 가능하다.",Collagen Based Materials in Cosmetic Applications: A Review,https://pmc.ncbi.nlm.nih.gov/articles/PMC7578929/,"Materials (Basel, MDPI)",REVIEW,,,,
스쿠알란,피부장벽 강화 및 보습,"스쿠알란 오일 또는 제형 내 함유, 4주 이상 사용 시",4,EXPERT_OPINION,전문가 리뷰(생체모방 지질),"스쿠알란은 인체 피지에 존재하는 스쿠알렌의 수소화 안정형으로, 각질층 지질과 유사한 생체모방(biomimetic) 구조 덕분에 피부장벽 보습제로 오랫동안 사용되어 왔다. 2024년 Journal of Cosmetic Dermatology의 장벽 회복 보습제 리뷰는 스쿠알란을 지질 보충 성분으로 소개하지만, 스쿠알란 단일 성분만을 위약과 비교한 대규모 무작위대조시험은 찾기 어렵고, 근거 대부분은 복합 제형 임상시험이나 피부생리학적 기전 연구, 전문가 합의에 기반한다.",Revitalizing the skin: Exploring the role of barrier repair moisturizers,https://onlinelibrary.wiley.com/doi/full/10.1111/jocd.16171,Journal of Cosmetic Dermatology (Wiley),REVIEW,,,,
자외선차단제(SPF)와 광노화 예방,광노화(주름·색소침착) 예방,"SPF 15 이상 매일 사용, 4년 이상 장기간",4,CLINICAL_EVIDENCE,"무작위대조시험(지역사회 기반, 장기추적)","호주 Nambour 지역 55세 미만 성인 903명을 대상으로 한 무작위대조시험(2013년, Annals of Internal Medicine)은 매일 자외선차단제를 바른 군과 임의로 바른 군을 4.5년간 추적한 결과, 매일 도포군은 피부 노화 징후가 통계적으로 유의하게 증가하지 않은 반면 임의 도포군은 뚜렷하게 노화가 진행돼 약 24%의 상대적 노화 감소 효과가 나타났다. 2023년 발표된 전향적 RCT에서도 표준화된 고차단 자외선차단제 사용군이 1년간 색소침착·주름 악화를 대조군 대비 각각 절반, 3분의 1 수준으로 줄였다. 자외선차단제의 광노화 예방 효과는 화장품 성분 중 근거가 가장 탄탄한 축에 속한다.",Sunscreen and prevention of skin aging: a randomized trial,https://pubmed.ncbi.nlm.nih.gov/23732711/,Annals of Internal Medicine (PubMed),RCT,Impact on facial skin aging signs of a 1-year standardized photoprotection over a classical skin care routine in skin phototypes II-VI individuals: A prospective randomized trial,https://onlinelibrary.wiley.com/doi/10.1111/jdv.19230,Journal of the European Academy of Dermatology and Venereology (Wiley),RCT
레티닐팔미테이트,주름 개선(비타민A 유도체),화장품에 흔히 쓰이는 저역가 비타민A 에스테르 형태,4,NO_EVIDENCE,체계적 문헌고찰(RCT 9건 분석),"2021년 JCAD 체계적 문헌고찰은 OTC 비타민A(레티놀류) 제품에 관한 이중맹검 RCT 9건을 분석했는데, 이 중 4건은 기제(vehicle) 대비 유의한 차이가 없었고 나머지 5건도 방법론적 결함이 커 '경미한 개선' 정도의 약한 근거에 그쳤다. 레티닐팔미테이트는 활성형 레티노산으로 전환되기까지 2단계 산화 과정을 거쳐야 하고 피부 내 전환 효율이 낮아, 저자는 이를 이론적으로 가장 효과가 약한 형태로 지목했다. 저자는 '고품질 임상시험이 최소 1건이라도 발표되기 전까지는 OTC 레티놀 제품의 주름 개선 효과를 뒷받침할 신뢰할 만한 근거가 거의 없다'고 결론지었다.",Evidence for the Efficacy of Over-the-counter Vitamin A Cosmetic Products in the Improvement of Facial Skin Aging: A Systematic Review,https://jcadonline.com/efficacy-of-over-the-counter-vitamin-a/,Journal of Clinical and Aesthetic Dermatology (JCAD),SYSTEMATIC_REVIEW,,,,
달팽이점액여과물(스네일뮤신),피부 재생 및 잔주름 개선,"달팽이 분비 여과물(SCA) 8~40% 함유, 12주 이상 사용 시",4,PENDING,무작위대조시험(단일 소규모 연구),"2013년 Journal of Drugs in Dermatology에 실린 이중맹검 스플릿페이스 RCT(안면 광노화 환자 25명)에서 Cryptomphalus aspersa 달팽이 분비 여과물 함유 유화제(8%)와 세럼(40%)을 한쪽 얼굴에, 위약을 반대쪽에 12주간 도포한 결과 눈가 잔주름이 위약 대비 유의하게 개선됐다(p=.03). 그러나 이는 단일 소규모 연구(n=25)이며 참가자들이 전반적 피부질 차이는 주관적으로 크게 인지하지 못했다는 한계도 있어, 독립적인 대규모 재현 연구가 필요한 단계다.",The Effects of Filtrate of the Secretion of the Cryptomphalus aspersa on Photoaged Skin,https://jddonline.com/articles/the-effects-of-filtrate-of-the-secretion-of-the-emcryptomphalus-aspersaem-on-photoaged-skin-S1545961613P0453X/,Journal of Drugs in Dermatology (JDDonline),RCT,,,,
보툴리눔톡신(보톡스) 시술,미간·눈가 주름 개선,"중등도~중증 미간 주름(글라벨라 라인) 환자, 반복 시술 시 효과 유지",5,CLINICAL_EVIDENCE,메타분석(무작위 위약대조 이중맹검 RCT),"2015년 발표된 메타분석은 위약대조·이중맹검 RCT 7편(총 1,474명)을 종합해 보툴리눔톡신A 주사가 위약군 대비 미간 주름 개선율을 유의하게 높인다는 것을 확인했다(효과 상대위험도 33.54). 2022년 네트워크 메타분석은 여러 보툴리눔톡신 제제(오나보툴리눔톡신 등)를 비교해 모든 제제가 위약보다 유의하게 우수함을 재확인했다. 효과는 대개 3~4개월 정도 지속되며 반복 주사가 필요하다는 한계가 있다.","Efficacy and Safety of Botulinum Toxin Type A in the Treatment of Glabellar Lines: A Meta-Analysis of Randomized, Placebo-Controlled, Double-Blind Trials",https://pubmed.ncbi.nlm.nih.gov/26313835/,Plastic and Reconstructive Surgery,META_ANALYSIS,Efficacy and Safety of Botulinum Toxin Type A for Treatment of Glabellar Lines: A Network Meta-Analysis of Randomized Controlled Trials,https://pubmed.ncbi.nlm.nih.gov/36097079/,Aesthetic Plastic Surgery,META_ANALYSIS
히알루론산 필러 시술,팔자주름(비순구) 볼륨 개선,"중등도~중증 비순구 주름 성인, 필러 종류(단상형/이상형)에 따라 효과·부작용 차이 있음",5,CLINICAL_EVIDENCE,"체계적 문헌고찰(메타분석, RCT 18편 포함)","무작위대조시험 18편(2,521명)과 임상시험 7편(346명)을 종합한 메타분석에서 히알루론산 필러는 6개월 시점 주름중증도척도(WSRS) 점수를 평균 1.21점 개선시켜 안전성과 효과성이 확인되었다. 다만 단상형 필러가 이상형보다 효과가 우수했고, 일부 제품(Juvederm 계열)은 효과가 큰 대신 이상반응 발생률도 유의하게 높아 제품별 효과-안전성 트레이드오프가 존재한다.",Safety and efficacy of hyaluronic acid for the correction of nasolabial folds: a meta-analysis,https://www.ncbi.nlm.nih.gov/books/NBK231662/,"NCBI Bookshelf (Database of Abstracts of Reviews of Effects, DARE)",META_ANALYSIS,,,,
프락셔널 CO2 레이저(프락셀) 시술,여드름 흉터(위축성 반흔) 개선,"안면 위축성 여드름 흉터, 히알루론산 드레싱 병행 시 효과 증대",5,CLINICAL_EVIDENCE,체계적 문헌고찰 및 메타분석(RCT 6편),2023년 Lasers in Medical Science에 발표된 메타분석은 RCT 6편(총 623명)을 분석해 프락셔널 CO2 레이저와 히알루론산 드레싱 병행요법이 레이저 단독보다 ECCA 흉터점수를 더 크게 낮추고 환자 만족도도 높였으며 색소침착 부작용은 오히려 더 낮았다고 보고했다. 다만 개별 연구 수가 적고 아시아인 대상 연구 비중이 높아 인종별 일반화에는 제한이 있다.,Efficacy of fractional CO2 laser therapy combined with hyaluronic acid dressing for treating facial atrophic acne scars: a systematic review and meta-analysis of randomized controlled trials,https://pubmed.ncbi.nlm.nih.gov/37723352/,Lasers in Medical Science,META_ANALYSIS,,,,
Q스위치 레이저 토닝 시술,기미(황갈반) 색소침착 개선,"기미 환자, 병용요법(트라넥삼산 등) 시 효과 상승, 재발·반동 색소침착 위험 존재",5,EXPERT_OPINION,네트워크 메타분석(RCT 59편),"2021년 발표된 네트워크 메타분석은 기미 치료법 14종을 비교한 RCT 59편(2,812명)을 종합해 1064nm Q스위치 Nd:YAG 레이저(레이저 토닝)가 SUCRA 85.0%로 효과 순위 1위를 차지했다고 보고했다. 그러나 저자들은 이상반응 발생률이 21.5%로 경구 트라넥삼산(17.6%)보다 높고, 색소세포 자극에 따른 반동성 색소침착(rebound hyperpigmentation) 위험이 문헌에서 반복적으로 지적된다고 명시했다. 단독요법보다 병용요법이 우수한 연구가 87%에 달해 단독 시술만의 효과는 제한적일 수 있다.",Comparison of the Efficacy of Melasma Treatments: A Network Meta-Analysis of Randomized Controlled Trials,https://pmc.ncbi.nlm.nih.gov/articles/PMC8511390/,Frontiers in Medicine,META_ANALYSIS,,,,
HIFU(고강도집속초음파) 리프팅 시술,피부 처짐(안면·목) 개선 및 리프팅,"경도~중등도 피부 이완, 비침습 시술 중 상대적으로 근거 수준 높음",5,CLINICAL_EVIDENCE,체계적 문헌고찰(무작위 및 비무작위 연구 포함),"Aesthetic Surgery Journal에 게재된 체계적 문헌고찰은 HIFU의 피부 리프팅·타이트닝 효과를 다룬 연구 12편(무작위 3편, 비무작위 9편)을 분석해 하안면·목·눈가 부위에서 피부 이완도가 18~30% 개선되었다고 보고했다. 중대 이상반응은 드물었으며(5% 미만에서 일과성 홍반·부종), FDA 승인 근거로도 활용되는 기술이지만 포함된 무작위 연구 수가 적어 근거 수준은 완전하지 않다.",A Systematic Review of High-Intensity Focused Ultrasound in Skin Tightening and Body Contouring,https://pubmed.ncbi.nlm.nih.gov/40184185/,Aesthetic Surgery Journal,SYSTEMATIC_REVIEW,,,,
고주파(RF) 리프팅 시술,피부 탄력·처짐 개선,"비침습 고주파 기기(모노폴라/바이폴라), 전문 시술 기준",5,EXPERT_OPINION,"체계적 문헌고찰(연구 15편, GRADE-CERQual 등급 '보통')","2025년 Aesthetic Surgery Journal Open Forum에 발표된 체계적 문헌고찰은 고주파 안면 리프팅 관련 연구 15편(1,230명)을 분석해 피부 결·탄력이 각각 71~100%, 52.9~100% 환자에서 개선되고 환자 만족도가 82~100%로 높다고 보고했다. 다만 포함 연구의 11/15가 대조군 없는 사례군 연구였고 RCT는 단 1편에 불과했으며, 다수 연구가 기기 제조사 후원을 받아 GRADE-CERQual 기준 신뢰도는 '보통(moderate)'으로 평가되었다. 시술 후 다운타임을 정량 보고한 연구는 전무했다.","Radiofrequency-Based Treatments for Facial Rejuvenation: A Systematic Review of Efficacy, Safety, and Patient-Centered Outcomes",https://pmc.ncbi.nlm.nih.gov/articles/PMC12715571/,Aesthetic Surgery Journal Open Forum,SYSTEMATIC_REVIEW,,,,
"마이크로니들링(콜라겐 유도 시술, CIT)",여드름 흉터 개선,"위축성 여드름 흉터, 단독요법 기준",5,CLINICAL_EVIDENCE,메타분석(RCT 12편),Aesthetic Plastic Surgery에 발표된 메타분석은 RCT 12편(414명)을 종합해 마이크로니들링 단독요법이 여드름 흉터를 객관적으로 유의하게 개선시켰다고(평균차 0.42) 보고했다. 2021년 다른 체계적 문헌고찰도 단독 또는 병용 시 위축성 흉터에 효과적이며 중대 이상반응이 없었다고 확인했다. 다만 개선 폭이 레이저 등 타 시술 대비 크지 않아 중등도 개선에 그치는 경우가 많다.,Microneedling Monotherapy for Acne Scar: Systematic Review and Meta-Analysis of Randomized Controlled Trials,https://pubmed.ncbi.nlm.nih.gov/35426044/,Aesthetic Plastic Surgery,META_ANALYSIS,Microneedling in the treatment of atrophic scars: A systematic review of randomised controlled trials,https://pubmed.ncbi.nlm.nih.gov/33538106/,International Wound Journal,SYSTEMATIC_REVIEW
PDRN(연어주사) 시술,피부 재생 및 탄력 개선,"근거 대부분 소규모 연구, 서술적 문헌고찰 수준",5,PENDING,서술적 문헌고찰(체계적 메타분석 아님),"2025년 Biomolecules에 발표된 종설은 PDRN/폴리뉴클레오티드가 섬유아세포를 자극해 콜라겐 합성과 혈관신생을 촉진한다는 기전을 설명하지만, 이는 체계적 문헌고찰이 아닌 서술적(narrative) 리뷰로 개별 임상시험의 방법론적 질, 표본 크기, 대조군 설계를 체계적으로 평가하지 않는다. 저자들은 PDRN과 PN을 직접 비교한 임상자료가 제한적이라고 인정했으며, 다수 저자가 관련 제조사에 소속되어 있어 이해상충이 존재한다. 효과 가능성은 있으나 고품질 근거는 아직 부족한 단계다.","From Polydeoxyribonucleotides (PDRNs) to Polynucleotides (PNs): Bridging the Gap Between Scientific Definitions, Molecular Insights, and Clinical Applications of Multifunctional Biomolecules",https://pmc.ncbi.nlm.nih.gov/articles/PMC11764130/,Biomolecules,REVIEW,,,,
PDO 실 리프팅 시술,피부 처짐 개선,"흡수성 폴리디옥사논(PDO) 실 사용, 장기 지속효과는 불확실",5,EXPERT_OPINION,증례보고 및 체계적 문헌고찰,"2023년 Journal of Cosmetic Dermatology에 실린 증례보고 겸 체계적 문헌고찰은 PDO 실 리프팅이 '거의 연구되지 않은' 시술이라고 지적하며, 10년간 발표된 문헌 중 포함 기준을 충족한 임상연구가 20편에 불과하고 최근 새로운 근거도 부족하다고 결론지었다. 다른 검토에서도 효과 지속기간(durability)이 불명확하다고 평가되며, 부작용은 대체로 경미(통증·부기)하지만 육아종·실 이동·신경손상 등도 보고된다. 시술 자체는 널리 쓰이지만 장기 효과를 뒷받침하는 고품질 RCT는 부족한 상태다.",Using PDO threads: A scarcely studied rejuvenation technique. Case report and systematic review,https://pubmed.ncbi.nlm.nih.gov/37021458/,Journal of Cosmetic Dermatology,SYSTEMATIC_REVIEW,,,,
리쥬란힐러(PN 스킨부스터) 시술,피부 탄력 및 결 개선,"눈가(안와주위) 부위, 소규모 스플릿페이스 시험 근거",5,PENDING,"무작위대조시험(RCT, 소규모 스플릿페이스)",Journal of Dermatological Treatment에 발표된 무작위·이중맹검·스플릿페이스 시험은 27명을 대상으로 폴리뉴클레오티드(PN) 필러와 히알루론산(HA) 필러를 눈가 좌우에 각각 주입해 비교했다. 전반적 미용개선척도(GAIS)에서 두 군간 유의차는 없었으나 피부결(roughness)과 모공 개선율은 PN 군에서 더 높았다. 표본 크기가 27명으로 매우 작고 단일기관·단기추적(16~28주) 연구여서 효과의 일반화와 장기 지속성은 추가 대규모 연구가 필요하다.,"Comparison of the effects of polynucleotide and hyaluronic acid fillers on periocular rejuvenation: a randomized, double-blind, split-face trial",https://pubmed.ncbi.nlm.nih.gov/32248707/,Journal of Dermatological Treatment,RCT,,,,
가정용 LED 마스크,눈가 잔주름(까치발주름) 개선,"LED(630nm)·적외선(850nm) 병용 가정용 기기, 제조사 후원 단일연구",5,EXPERT_OPINION,무작위 이중맹검 가짜기기대조시험(단일연구),"2025년 Medicine(Baltimore)지에 발표된 다기관 무작위·이중맹검·가짜기기(sham)대조 연구는 30~65세 성인 59명을 대상으로 가정용 LED(630nm)·적외선(850nm) 마스크를 12주간 사용시켜 눈가주름 개선율이 실기기군 86.2%, 가짜기기군 16.7%로 유의한 차이를 보였다고 보고했다. 다만 이 연구는 기기 제조사(Y&J Bio)의 자금 지원을 받았고, 현재까지 가정용 기기를 다룬 독립적 대규모 RCT는 이 연구를 포함해 매우 적어 추가 반복 검증이 필요하다.","Clinical study to evaluate the efficacy and safety of home-used LED and IRED mask for crow's feet: A multi-center, randomized, double-blind, sham-controlled study",https://pmc.ncbi.nlm.nih.gov/articles/PMC11835066/,Medicine (Baltimore),RCT,,,,
가정용 갈바닉 마사지기,피부 리프팅 및 노폐물 배출,가정용 미세전류(갈바닉) 마사지 기기,5,NO_EVIDENCE,근거 부재(체계적 문헌고찰 상 RCT 부족),"2024년 Clinical, Cosmetic and Investigational Dermatology에 발표된 가정용 미용기기(고주파·LED·미세전류 포함) 효능평가 체계적 문헌고찰은 미세전류(갈바닉) 계열 기기를 다룬 연구가 매우 적다고('연구 보고가 상대적으로 드물다') 지적했다. 전체 18편 중 무작위대조시험은 5편뿐이었고 50명 이상 표본을 확보한 연구는 3편에 불과했으며 최장 추적기간도 12주에 그쳐 '유효성 자료가 불충분하다'고 결론지었다. '리프팅', '노폐물 배출' 등 갈바닉 마사지기의 마케팅 문구를 직접 뒷받침하는 임상 근거는 현재까지 확인되지 않는다.",Development of Home Beauty Devices for Facial Rejuvenation: Establishment of Efficacy Evaluation System,https://pmc.ncbi.nlm.nih.gov/articles/PMC10929553/,"Clinical, Cosmetic and Investigational Dermatology",SYSTEMATIC_REVIEW,,,,
EMS 복부 마사지기(가정용),체지방 감소,운동 병행 없이 EMS 단독 사용 기준,5,COUNTER_EVIDENCE,"메타분석(RCT 16편, 897명)","Frontiers in Physiology에 발표된 전신 전기근육자극(WB-EMS) 메타분석은 RCT 16편(897명)을 종합한 결과 체지방 변화의 표준화 평균차가 -0.40(95% CI -0.98~0.17)으로 통계적으로 유의하지 않았다고 보고했다. 근력·근육량 개선은 유의했던 것과 대조적으로 체지방 감소 효과는 입증되지 않았으며, 저자들은 이질성이 커 '체지방 관련 결과는 신중히 해석해야 한다'고 명시했다. 가정용 저강도 EMS 복부벨트는 이 연구의 전신·전문가용 기기보다 자극 강도가 낮아 체지방 감소 효과를 기대하기는 더욱 어렵다.",Efficacy of Whole-Body Electromyostimulation (WB-EMS) on Body Composition and Muscle Strength in Non-athletic Adults. A Systematic Review and Meta-Analysis,https://pmc.ncbi.nlm.nih.gov/articles/PMC7952886/,Frontiers in Physiology,META_ANALYSIS,,,,
